panid,date,kwh
1,2015-01-04 11:30:00-05:00,0.707014868333681
1,2015-01-04 12:00:00-05:00,1.0825648264255276
1,2015-01-04 12:30:00-05:00,2.642799521376328
1,2015-01-04 13:00:00-05:00,2.7761391637582307
1,2015-01-04 13:30:00-05:00,2.237740789437909
1,2015-01-04 14:00:00-05:00,1.9286547337068247
1,2015-01-04 14:30:00-05:00,1.6206237728468005
1,2015-01-04 15:00:00-05:00,2.0775584534531775
1,2015-01-04 15:30:00-05:00,1.4429685505164025
1,2015-01-04 16:00:00-05:00,1.8710047264643332
1,2015-01-04 16:30:00-05:00,2.3383792545698374
1,2015-01-04 17:00:00-05:00,1.7989286584049302
1,2015-01-04 17:30:00-05:00,2.683331954098121
1,2015-01-04 18:00:00-05:00,1.3575882635598833
1,2015-01-04 18:30:00-05:00,0.6422933954678333
1,2015-01-04 19:00:00-05:00,0.6762759652187454
1,2015-01-04 19:30:00-05:00,1.7224983106525882
1,2015-01-04 20:00:00-05:00,1.209187359441849
1,2015-01-04 20:30:00-05:00,0.9574322045555901
1,2015-01-04 21:00:00-05:00,3.6498113647186643
1,2015-01-04 21:30:00-05:00,3.246995803258427
1,2015-01-04 22:00:00-05:00,0.3812670017981707
1,2015-01-04 22:30:00-05:00,1.4459316002465996
1,2015-01-04 23:00:00-05:00,0.7962510707782469
1,2015-01-04 23:30:00-05:00,3.495396696918375
1,2015-01-05 00:00:00-05:00,1.404845261901958
1,2015-01-05 00:30:00-05:00,0.9346000723710355
1,2015-01-05 01:00:00-05:00,0.6971696291594109
1,2015-01-05 01:30:00-05:00,2.1857365537656728
1,2015-01-05 02:00:00-05:00,1.7368036562869316
1,2015-01-05 02:30:00-05:00,1.362853017734269
1,2015-01-05 03:00:00-05:00,1.2536982968520458
1,2015-01-05 03:30:00-05:00,1.2209298447099841
1,2015-01-05 04:00:00-05:00,1.4650571933874714
1,2015-01-05 04:30:00-05:00,0.7874841062055689
1,2015-01-05 05:00:00-05:00,1.1548961572746155
1,2015-01-05 05:30:00-05:00,2.8194625883292024
1,2015-01-05 06:00:00-05:00,1.024564578797227
1,2015-01-05 06:30:00-05:00,0.8714610804301898
1,2015-01-05 07:00:00-05:00,1.5998244685155276
1,2015-01-05 07:30:00-05:00,0.8510360327054545
1,2015-01-05 08:00:00-05:00,2.4529775704146575
1,2015-01-05 08:30:00-05:00,2.7403728890679986
1,2015-01-05 09:00:00-05:00,2.627023761152058
1,2015-01-05 09:30:00-05:00,1.49736282381138
1,2015-01-05 10:00:00-05:00,0.10614504713349161
1,2015-01-05 10:30:00-05:00,0.4902061044291779
1,2015-01-05 11:00:00-05:00,2.45201377556578
1,2015-01-05 11:30:00-05:00,1.9827127727099314
1,2015-01-05 12:00:00-05:00,1.4407129852359903
1,2015-01-05 12:30:00-05:00,1.6618173531292082
1,2015-01-05 13:00:00-05:00,1.1075464292282895
1,2015-01-05 13:30:00-05:00,2.312953963177091
1,2015-01-05 14:00:00-05:00,0.998431154054078
1,2015-01-05 14:30:00-05:00,0.2831942392729189
1,2015-01-05 15:00:00-05:00,3.0757493099005453
1,2015-01-05 15:30:00-05:00,2.3767215083424675
1,2015-01-05 16:00:00-05:00,0.46096370888420723
1,2015-01-05 16:30:00-05:00,0.7441323844332747
1,2015-01-05 17:00:00-05:00,0.2199569533524823
1,2015-01-05 17:30:00-05:00,3.3922727848465453
1,2015-01-05 18:00:00-05:00,0.9399603849700594
1,2015-01-05 18:30:00-05:00,1.5024911205352478
1,2015-01-05 19:00:00-05:00,1.8580289369522787
1,2015-01-05 19:30:00-05:00,2.6781519570407006
1,2015-01-05 20:00:00-05:00,1.2649920351805977
1,2015-01-05 20:30:00-05:00,1.0427645338802147
1,2015-01-05 21:00:00-05:00,0.8222894667891555
1,2015-01-05 21:30:00-05:00,2.9244313671647877
1,2015-01-05 22:00:00-05:00,1.8387567536097025
1,2015-01-05 22:30:00-05:00,1.8379337507216242
1,2015-01-05 23:00:00-05:00,2.810503296906245
1,2015-01-05 23:30:00-05:00,2.9904606248685166
1,2015-01-06 00:00:00-05:00,2.0329929791924717
1,2015-01-06 00:30:00-05:00,2.2635881084763447
1,2015-01-06 01:00:00-05:00,1.5690126257720545
1,2015-01-06 01:30:00-05:00,0.787642098962406
1,2015-01-06 02:00:00-05:00,1.0594311397022336
1,2015-01-06 02:30:00-05:00,2.5726717011114792
1,2015-01-06 03:00:00-05:00,1.5080957793406093
1,2015-01-06 03:30:00-05:00,0.8513172738928225
1,2015-01-06 04:00:00-05:00,2.019669198188028
1,2015-01-06 04:30:00-05:00,2.437111682510132
1,2015-01-06 05:00:00-05:00,1.350947563129903
1,2015-01-06 05:30:00-05:00,1.1895521231767294
1,2015-01-06 06:00:00-05:00,0.6304823228885512
1,2015-01-06 06:30:00-05:00,3.3212972096234883
1,2015-01-06 07:00:00-05:00,2.9131922093898934
1,2015-01-06 07:30:00-05:00,2.3863022375799074
1,2015-01-06 08:00:00-05:00,1.6752987506648158
1,2015-01-06 08:30:00-05:00,1.3611141492683612
1,2015-01-06 09:00:00-05:00,2.5089047313728727
1,2015-01-06 09:30:00-05:00,2.288805041764466
1,2015-01-06 10:00:00-05:00,2.792334072694171
1,2015-01-06 10:30:00-05:00,1.3591229552417263
1,2015-01-06 11:00:00-05:00,3.4217659059924532
1,2015-01-06 11:30:00-05:00,2.5649224555473005
1,2015-01-06 12:00:00-05:00,1.8801910343917227
1,2015-01-06 12:30:00-05:00,3.299932392697528
1,2015-01-06 13:00:00-05:00,2.4583602919909655
1,2015-01-06 13:30:00-05:00,3.275291594109766
1,2015-01-06 14:00:00-05:00,2.3308920267448943
1,2015-01-06 14:30:00-05:00,1.0444741784822393
1,2015-01-06 15:00:00-05:00,0.9804164263477623
1,2015-01-06 15:30:00-05:00,0.6769675878074841
1,2015-01-06 16:00:00-05:00,3.7256104100576586
1,2015-01-06 16:30:00-05:00,1.327462374175414
1,2015-01-06 17:00:00-05:00,2.0242972908160133
1,2015-01-06 17:30:00-05:00,0.25559865278059896
1,2015-01-06 18:00:00-05:00,0.9416148709613363
1,2015-01-06 18:30:00-05:00,1.159317908887536
1,2015-01-06 19:00:00-05:00,2.1735564975243187
1,2015-01-06 19:30:00-05:00,2.0434500416895203
1,2015-01-06 20:00:00-05:00,0.8434154704262622
1,2015-01-06 20:30:00-05:00,0.1741274156931681
1,2015-01-06 21:00:00-05:00,2.728376263128113
1,2015-01-06 21:30:00-05:00,0.8496708068698002
1,2015-01-06 22:00:00-05:00,1.736523689943095
1,2015-01-06 22:30:00-05:00,2.762302980920317
1,2015-01-06 23:00:00-05:00,1.7825079855116521
1,2015-01-06 23:30:00-05:00,2.03785785235417
1,2015-01-07 00:00:00-05:00,1.9440527509735883
1,2015-01-07 00:30:00-05:00,2.3411773162180407
1,2015-01-07 01:00:00-05:00,1.7672737821314302
1,2015-01-07 01:30:00-05:00,0.2821369134797596
1,2015-01-07 02:00:00-05:00,1.0925348651798066
1,2015-01-07 02:30:00-05:00,2.1737146051585143
1,2015-01-07 03:00:00-05:00,1.6418989718666488
1,2015-01-07 03:30:00-05:00,1.6979489002773505
1,2015-01-07 04:00:00-05:00,1.164889476400023
1,2015-01-07 04:30:00-05:00,2.858937276454249
1,2015-01-07 05:00:00-05:00,1.8539012642321981
1,2015-01-07 05:30:00-05:00,1.8893508292751837
1,2015-01-07 06:00:00-05:00,1.1673653449502048
1,2015-01-07 06:30:00-05:00,0.4168954942825299
1,2015-01-07 07:00:00-05:00,1.530756561652651
1,2015-01-07 07:30:00-05:00,0.8808894426265114
1,2015-01-07 08:00:00-05:00,0.7869186526822483
1,2015-01-07 08:30:00-05:00,1.1814941286012544
1,2015-01-07 09:00:00-05:00,2.3599758889065097
1,2015-01-07 09:30:00-05:00,1.1281715002127517
1,2015-01-07 10:00:00-05:00,1.8797425500760678
1,2015-01-07 10:30:00-05:00,1.0647715678676368
1,2015-01-07 11:00:00-05:00,1.1643130550628822
1,2015-01-07 11:30:00-05:00,0.7626802501292624
1,2015-01-07 12:00:00-05:00,1.4852064358343695
1,2015-01-07 12:30:00-05:00,0.6782375088522786
1,2015-01-07 13:00:00-05:00,0.8308693008299719
1,2015-01-07 13:30:00-05:00,1.8319861007385985
1,2015-01-07 14:00:00-05:00,0.5464872422618419
1,2015-01-07 14:30:00-05:00,1.2717337887789437
1,2015-01-07 15:00:00-05:00,1.813372340925056
1,2015-01-07 15:30:00-05:00,1.1684434585992043
1,2015-01-07 16:00:00-05:00,2.3140340018624155
1,2015-01-07 16:30:00-05:00,0.3588023828968656
1,2015-01-07 17:00:00-05:00,0.1668313249674671
1,2015-01-07 17:30:00-05:00,0.9523335262124815
1,2015-01-07 18:00:00-05:00,0.5792412243817057
1,2015-01-07 18:30:00-05:00,2.187777784406921
1,2015-01-07 19:00:00-05:00,2.573654812063916
1,2015-01-07 19:30:00-05:00,2.1463145318070413
1,2015-01-07 20:00:00-05:00,1.1575978823284767
1,2015-01-07 20:30:00-05:00,2.4392828602122
1,2015-01-07 21:00:00-05:00,2.090842703660198
1,2015-01-07 21:30:00-05:00,3.4347310859463587
1,2015-01-07 22:00:00-05:00,1.008077422880488
1,2015-01-07 22:30:00-05:00,3.5189569660622637
1,2015-01-07 23:00:00-05:00,0.9764796620989779
1,2015-01-07 23:30:00-05:00,1.5488473891514096
1,2015-01-08 00:00:00-05:00,2.6008921126346003
1,2015-01-08 00:30:00-05:00,0.9506810911194291
1,2015-01-08 01:00:00-05:00,1.1851153311318985
1,2015-01-08 01:30:00-05:00,2.7553743583680417
1,2015-01-08 02:00:00-05:00,0.6830498381750096
1,2015-01-08 02:30:00-05:00,1.3602882553558515
1,2015-01-08 03:00:00-05:00,2.2678090535315234
1,2015-01-08 03:30:00-05:00,1.8128100966849319
1,2015-01-08 04:00:00-05:00,0.6961934495868598
1,2015-01-08 04:30:00-05:00,1.371488056845328
1,2015-01-08 05:00:00-05:00,2.3186908481776656
1,2015-01-08 05:30:00-05:00,0.28428068594840994
1,2015-01-08 06:00:00-05:00,1.4903672585942793
1,2015-01-08 06:30:00-05:00,1.3814666032572571
1,2015-01-08 07:00:00-05:00,1.741952302684706
1,2015-01-08 07:30:00-05:00,2.1777219106306442
1,2015-01-08 08:00:00-05:00,1.3227255744705544
1,2015-01-08 08:30:00-05:00,1.0907326917373203
1,2015-01-08 09:00:00-05:00,2.6764884646827154
1,2015-01-08 09:30:00-05:00,0.4723084796672178
1,2015-01-08 10:00:00-05:00,2.0201626407856335
1,2015-01-08 10:30:00-05:00,2.8934381121259074
1,2015-01-08 11:00:00-05:00,1.8591715173477859
1,2015-01-08 11:30:00-05:00,2.1023478296116758
1,2015-01-08 12:00:00-05:00,0.4804283960697264
1,2015-01-08 12:30:00-05:00,3.469845740543689
1,2015-01-08 13:00:00-05:00,2.8055965310004845
1,2015-01-08 13:30:00-05:00,1.630161670759097
1,2015-01-08 14:00:00-05:00,2.305170981255732
1,2015-01-08 14:30:00-05:00,1.5555195019894557
1,2015-01-08 15:00:00-05:00,2.228899783659807
1,2015-01-08 15:30:00-05:00,0.7547950176625977
1,2015-01-08 16:00:00-05:00,3.6129937068670834
1,2015-01-08 16:30:00-05:00,0.27187977881852743
1,2015-01-08 17:00:00-05:00,1.2497840622589904
1,2015-01-08 17:30:00-05:00,1.4099555648015771
1,2015-01-08 18:00:00-05:00,2.8787758093603815
1,2015-01-08 18:30:00-05:00,1.206791953302523
1,2015-01-08 19:00:00-05:00,1.8320575343350236
1,2015-01-08 19:30:00-05:00,2.3608507182011325
1,2015-01-08 20:00:00-05:00,2.7148023950849214
1,2015-01-08 20:30:00-05:00,3.303171933345779
1,2015-01-08 21:00:00-05:00,0.5156574893006662
1,2015-01-08 21:30:00-05:00,0.736219644527676
1,2015-01-08 22:00:00-05:00,3.4636860788853143
1,2015-01-08 22:30:00-05:00,1.358017865091499
1,2015-01-08 23:00:00-05:00,1.0612056574006308
1,2015-01-08 23:30:00-05:00,2.617263416913889
1,2015-01-09 00:00:00-05:00,1.1975880974450814
1,2015-01-09 00:30:00-05:00,2.5356649831666997
1,2015-01-09 01:00:00-05:00,2.859136944710237
1,2015-01-09 01:30:00-05:00,2.9386557473675
1,2015-01-09 02:00:00-05:00,2.862433997162616
1,2015-01-09 02:30:00-05:00,1.6099565981300916
1,2015-01-09 03:00:00-05:00,1.3385924519919468
1,2015-01-09 03:30:00-05:00,1.2873071365221553
1,2015-01-09 04:00:00-05:00,0.4336631213814762
1,2015-01-09 04:30:00-05:00,2.8836413290303375
1,2015-01-09 05:00:00-05:00,1.4817402700077487
1,2015-01-09 05:30:00-05:00,0.25324291121815845
1,2015-01-09 06:00:00-05:00,1.4609394058237624
1,2015-01-09 06:30:00-05:00,2.2617824262159854
1,2015-01-09 07:00:00-05:00,0.6654714008696601
1,2015-01-09 07:30:00-05:00,0.6552257282287505
1,2015-01-09 08:00:00-05:00,0.2800233266520893
1,2015-01-09 08:30:00-05:00,0.9633914361782915
1,2015-01-09 09:00:00-05:00,2.9792013673403734
1,2015-01-09 09:30:00-05:00,1.152031136198689
1,2015-01-09 10:00:00-05:00,2.4419767256840057
1,2015-01-09 10:30:00-05:00,3.009615571888195
1,2015-01-09 11:00:00-05:00,2.2588616179983116
1,2015-01-09 11:30:00-05:00,1.3969325513187187
1,2015-01-09 12:00:00-05:00,1.1661250454320236
1,2015-01-09 12:30:00-05:00,3.2344231773893566
1,2015-01-09 13:00:00-05:00,0.6215164340605684
1,2015-01-09 13:30:00-05:00,2.1770821651865253
1,2015-01-09 14:00:00-05:00,3.5657762151582038
1,2015-01-09 14:30:00-05:00,1.8205551810951202
1,2015-01-09 15:00:00-05:00,0.9247847412067327
1,2015-01-09 15:30:00-05:00,1.0509495868764616
1,2015-01-09 16:00:00-05:00,1.9782966580791457
1,2015-01-09 16:30:00-05:00,1.2409932656159715
1,2015-01-09 17:00:00-05:00,2.8770830345288703
1,2015-01-09 17:30:00-05:00,1.249726818869942
1,2015-01-09 18:00:00-05:00,2.189321207032483
1,2015-01-09 18:30:00-05:00,0.4975397859137958
1,2015-01-09 19:00:00-05:00,0.8789042005666053
1,2015-01-09 19:30:00-05:00,1.6225007501869395
1,2015-01-09 20:00:00-05:00,2.7840253130435255
1,2015-01-09 20:30:00-05:00,2.2190409210812954
1,2015-01-09 21:00:00-05:00,2.5457973919960484
1,2015-01-09 21:30:00-05:00,2.7599721789718124
1,2015-01-09 22:00:00-05:00,2.519119709470064
1,2015-01-09 22:30:00-05:00,0.41748415505061276
1,2015-01-09 23:00:00-05:00,3.2443153133687486
1,2015-01-09 23:30:00-05:00,0.22190552447262396
1,2015-01-10 00:00:00-05:00,1.1603200475409075
1,2015-01-10 00:30:00-05:00,2.4334957394460095
1,2015-01-10 01:00:00-05:00,2.325428857968589
1,2015-01-10 01:30:00-05:00,2.1627091042152617
1,2015-01-10 02:00:00-05:00,2.0674993894417337
1,2015-01-10 02:30:00-05:00,2.058411280011862
1,2015-01-10 03:00:00-05:00,0.8441852947263735
1,2015-01-10 03:30:00-05:00,0.4283334110471757
1,2015-01-10 04:00:00-05:00,2.700252604669957
1,2015-01-10 04:30:00-05:00,0.35345632696194346
1,2015-01-10 05:00:00-05:00,2.7430437275049973
1,2015-01-10 05:30:00-05:00,0.7212772872686245
1,2015-01-10 06:00:00-05:00,0.8151394075959004
1,2015-01-10 06:30:00-05:00,1.2019166862813393
1,2015-01-10 07:00:00-05:00,0.18495827961346287
1,2015-01-10 07:30:00-05:00,1.2936379481708007
1,2015-01-10 08:00:00-05:00,2.6256289399069366
1,2015-01-10 08:30:00-05:00,4.010221652656731
1,2015-01-10 09:00:00-05:00,0.3485844740139
1,2015-01-10 09:30:00-05:00,2.4067790098281634
1,2015-01-10 10:00:00-05:00,0.5195548259062348
1,2015-01-10 10:30:00-05:00,0.7270377364788709
1,2015-01-10 11:00:00-05:00,0.876534708417619
1,2015-01-10 11:30:00-05:00,0.4135798626900701
1,2015-01-10 12:00:00-05:00,1.0843200085549791
1,2015-01-10 12:30:00-05:00,3.012002366201399
1,2015-01-10 13:00:00-05:00,0.6354650830561204
1,2015-01-10 13:30:00-05:00,1.2952668865723953
1,2015-01-10 14:00:00-05:00,2.0431184083144336
1,2015-01-10 14:30:00-05:00,1.6999049565108895
1,2015-01-10 15:00:00-05:00,3.4619535115507842
1,2015-01-10 15:30:00-05:00,2.2162888509923895
1,2015-01-10 16:00:00-05:00,1.3019754281668199
1,2015-01-10 16:30:00-05:00,3.611390359920908
1,2015-01-10 17:00:00-05:00,2.2328972083187484
1,2015-01-10 17:30:00-05:00,2.7676044188035065
1,2015-01-10 18:00:00-05:00,2.8231399561742454
1,2015-01-10 18:30:00-05:00,1.1005481879277785
1,2015-01-10 19:00:00-05:00,3.0893581615719103
1,2015-01-10 19:30:00-05:00,1.2205301766592216
1,2015-01-10 20:00:00-05:00,1.376499987072661
1,2015-01-10 20:30:00-05:00,1.871663872252995
1,2015-01-10 21:00:00-05:00,1.0520252578210538
1,2015-01-10 21:30:00-05:00,1.0060203409030442
1,2015-01-10 22:00:00-05:00,1.898414924207927
1,2015-01-10 22:30:00-05:00,2.7037816080236015
1,2015-01-10 23:00:00-05:00,2.639499945733345
1,2015-01-10 23:30:00-05:00,0.5385208889625569
1,2015-01-11 00:00:00-05:00,1.403103792050605
1,2015-01-11 00:30:00-05:00,1.318288470227754
1,2015-01-11 01:00:00-05:00,2.261955027507214
1,2015-01-11 01:30:00-05:00,0.5220903130065272
1,2015-01-11 02:00:00-05:00,2.7859897442539556
1,2015-01-11 02:30:00-05:00,0.8481574836857603
1,2015-01-11 03:00:00-05:00,2.959201880134254
1,2015-01-11 03:30:00-05:00,2.668452729386524
1,2015-01-11 04:00:00-05:00,1.5880894239123426
1,2015-01-11 04:30:00-05:00,2.2454738257498
1,2015-01-11 05:00:00-05:00,1.9843976136562342
1,2015-01-11 05:30:00-05:00,1.3558757517689735
1,2015-01-11 06:00:00-05:00,0.5759714603166493
1,2015-01-11 06:30:00-05:00,0.6638300053009218
1,2015-01-11 07:00:00-05:00,0.5740374736982229
1,2015-01-11 07:30:00-05:00,0.8910015501413004
1,2015-01-11 08:00:00-05:00,1.296466643771631
1,2015-01-11 08:30:00-05:00,2.3233717496343047
1,2015-01-11 09:00:00-05:00,1.3614759200526507
1,2015-01-11 09:30:00-05:00,2.3951830430545047
1,2015-01-11 10:00:00-05:00,0.7289294256276112
1,2015-01-11 10:30:00-05:00,1.358682172910579
1,2015-01-11 11:00:00-05:00,0.8759980829104246
