panid,date,consump
3,1/28/13 0:00,1.104580976
3,1/29/13 0:00,1.651574311
3,1/30/13 0:00,0.036895365
3,1/31/13 0:00,0.881792572
3,2/1/13 0:00,1.210516374
3,2/2/13 0:00,0.416077043
3,2/3/13 0:00,0.173722844
3,2/4/13 0:00,1.347825088
3,2/5/13 0:00,1.523276831
3,2/6/13 0:00,2.754399989
3,2/7/13 0:00,1.852285831
3,2/8/13 0:00,2.273933392
3,2/9/13 0:00,1.025303728
3,2/10/13 0:00,0.317271235
3,2/11/13 0:00,0.699500057
3,2/12/13 0:00,0.557292929
3,2/13/13 0:00,0.096791648
3,2/14/13 0:00,0.899042047
3,2/15/13 0:00,0.605174965
3,2/16/13 0:00,0.062001886
3,2/17/13 0:00,0.10074942
3,2/18/13 0:00,0.881182992
3,2/19/13 0:00,0.127199822
3,2/20/13 0:00,0.199230521
3,2/21/13 0:00,0.611694261
3,2/22/13 0:00,0.118544576
3,2/23/13 0:00,1.868503397
3,2/24/13 0:00,0.152465417
3,2/25/13 0:00,0.021643895
3,2/26/13 0:00,0.694073551
3,2/27/13 0:00,0.230322407
3,2/28/13 0:00,.
3,3/1/13 0:00,.
3,3/2/13 0:00,.
3,3/3/13 0:00,.
3,3/4/13 0:00,.
3,3/5/13 0:00,1.624341547
3,3/6/13 0:00,0.558460771
3,3/7/13 0:00,0.968312346
3,3/8/13 0:00,0.417318784
3,3/9/13 0:00,0.893328891
3,3/10/13 0:00,0.312840474
3,3/11/13 0:00,0.62363745
3,3/12/13 0:00,0.345334571
3,3/13/13 0:00,0.923516338
3,3/14/13 0:00,0.533732637
3,3/15/13 0:00,1.836632983
3,3/16/13 0:00,0.058089691
3,3/17/13 0:00,0.405905156
3,3/18/13 0:00,1.001411105
3,3/19/13 0:00,0.317143472
3,3/20/13 0:00,0.083635095
3,3/21/13 0:00,0.050713193
3,3/22/13 0:00,0.879697758
3,3/23/13 0:00,1.125876138
3,3/24/13 0:00,0.299898886
3,3/25/13 0:00,0.599305287
3,3/26/13 0:00,1.774921151
3,3/27/13 0:00,0.973923181
3,3/28/13 0:00,1.673672437
3,3/29/13 0:00,3.963856045
3,3/30/13 0:00,0.636524738
3,3/31/13 0:00,0.035226617
3,4/1/13 0:00,1.394292588
3,4/2/13 0:00,0.401577452
3,4/3/13 0:00,0.252196066
3,4/4/13 0:00,0.030300849
3,4/5/13 0:00,0.278390649
3,4/6/13 0:00,2.419112986
3,4/7/13 0:00,1.48750518
3,4/8/13 0:00,1.252216434
3,4/9/13 0:00,0.352863234
3,4/10/13 0:00,1.894947279
4,1/1/13 0:00,1.598479145
4,1/2/13 0:00,1.130641157
4,1/3/13 0:00,1.155038719
4,1/4/13 0:00,1.180869618
4,1/5/13 0:00,0.998294162
4,1/6/13 0:00,0.018770229
4,1/7/13 0:00,0.772074723
4,1/8/13 0:00,0.590028944
4,1/9/13 0:00,0.29506021
4,1/10/13 0:00,1.488852399
4,1/11/13 0:00,1.940178565
4,1/12/13 0:00,0.422258607
4,1/13/13 0:00,0.214692176
4,1/14/13 0:00,0.694281258
4,1/15/13 0:00,0.32538329
4,1/16/13 0:00,2.352997046
4,1/17/13 0:00,0.230165172
4,1/18/13 0:00,0.285328153
4,1/19/13 0:00,0.639460661
4,1/20/13 0:00,1.187893724
4,1/21/13 0:00,0.049375577
4,1/22/13 0:00,1.856906701
4,1/23/13 0:00,0.293538946
4,1/24/13 0:00,0.070749307
4,1/25/13 0:00,1.736535135
4,1/26/13 0:00,1.021548476
4,1/27/13 0:00,0.571691048
4,1/28/13 0:00,0.740809023
4,1/29/13 0:00,0.895837798
4,1/30/13 0:00,1.193538817
4,1/31/13 0:00,1.657306711
4,2/1/13 0:00,1.282911385
4,2/2/13 0:00,2.481654577
4,2/3/13 0:00,1.010807488
4,2/4/13 0:00,0.847072712
4,2/5/13 0:00,2.476099384
4,2/6/13 0:00,0.61893815
4,2/7/13 0:00,1.783543648
4,2/8/13 0:00,2.244091325
4,2/9/13 0:00,2.356535117
4,2/10/13 0:00,1.164445545
4,2/11/13 0:00,1.678389012
4,2/12/13 0:00,1.296055493
4,2/13/13 0:00,1.020330155
4,2/14/13 0:00,1.141817631
4,2/15/13 0:00,1.737757908
4,2/16/13 0:00,0.154667247
4,2/17/13 0:00,.
4,2/18/13 0:00,.
4,2/19/13 0:00,.
4,2/20/13 0:00,.
4,2/21/13 0:00,.
4,2/22/13 0:00,.
4,2/23/13 0:00,.
4,2/24/13 0:00,.
4,2/25/13 0:00,.
4,2/26/13 0:00,.
4,2/27/13 0:00,.
4,2/28/13 0:00,.
4,3/1/13 0:00,.
4,3/2/13 0:00,.
4,3/3/13 0:00,1.897583294
4,3/4/13 0:00,0.335767256
4,3/5/13 0:00,1.865906745
4,3/6/13 0:00,0.24662506
4,3/7/13 0:00,0.076371532
4,3/8/13 0:00,1.365467626
4,3/9/13 0:00,0.637659949
4,3/10/13 0:00,0.229309504
4,3/11/13 0:00,0.082555915
4,3/12/13 0:00,0.166734676
4,3/13/13 0:00,1.608481551
4,3/14/13 0:00,1.835112143
4,3/15/13 0:00,1.67743522
4,3/16/13 0:00,0.837503765
4,3/17/13 0:00,0.297071704
4,3/18/13 0:00,0.531330582
4,3/19/13 0:00,0.906393663
4,3/20/13 0:00,0.821165053
4,3/21/13 0:00,0.033084843
4,3/22/13 0:00,0.589053228
4,3/23/13 0:00,0.503858754
4,3/24/13 0:00,0.735258029
4,3/25/13 0:00,0.209682702
4,3/26/13 0:00,0.501009592
4,3/27/13 0:00,0.54620502
4,3/28/13 0:00,0.765846706
4,3/29/13 0:00,0.674065569
4,3/30/13 0:00,1.306512647
4,3/31/13 0:00,1.220188095
4,4/1/13 0:00,1.549929203
4,4/2/13 0:00,1.778196407
4,4/3/13 0:00,1.932882677
4,4/4/13 0:00,0.594263094
4,4/5/13 0:00,0.79687098
4,4/6/13 0:00,0.777226194
4,4/7/13 0:00,1.1887514
4,4/8/13 0:00,0.306232785
4,4/9/13 0:00,0.891961751
4,4/10/13 0:00,0.541188123
